number,weight,nonce,hash,fee_reward,total_transactions
592128,3992993,2883648281,25,4215,2644
592129,3993012,1702365941,24,4362,2747
592130,3993404,191052599,25,1990,2559
592131,3993408,4041907653,23,4230,2868
592132,3993316,2057146907,22,2568,2050
592133,3993328,3995376315,22,4446,3066
592134,3993327,2915300544,20,4734,2729
592135,3993422,2833925487,26,3004,2775
592136,3993538,1840288140,24,4443,3162
592137,3993537,191723967,23,3156,2853
592138,3993343,1135358869,23,2958,2504
592139,3998425,1359367944,21,5023,2645
592140,3993323,163850560,23,2371,2797
592141,3993025,1903245010,20,4380,2940
592142,3993190,3685308892,22,1923,1386
592143,3993289,175713475,22,5096,3115
592144,3993063,2407866020,23,3328,2839
592145,3993150,3396349306,23,2323,2552
592146,3993040,1510131182,25,2524,2399
592147,3993241,3327522712,20,2441,2652
592148,3992832,1124566233,26,2810,2315
592149,3993047,3903309267,23,3337,3120
592150,3992989,3271594065,21,2956,2842
592151,3993452,3896745990,20,3076,2542
592152,3993357,2122334651,22,3372,3101
592153,3993131,1386963084,20,2851,2717
592154,3993216,1690254980,22,2905,2494
592155,3993359,1733165358,22,2184,3222
592156,3993291,3203879729,22,3273,2754
592157,3993272,1114276934,22,2070,2910
592158,3998697,465656124,25,1934,2198
592159,3992887,610938935,20,2602,2706
592160,3993152,3637023140,23,2307,2923
592161,3998199,1577438456,21,2789,2934
592162,3992984,3503797862,20,1690,1827
592163,3998376,1214915581,20,3236,2770
592164,3993233,2325040456,23,3930,2778
592165,3993254,108534285,24,2630,1626
592166,3998493,217346645,22,3435,2619
592167,3993302,238668910,24,1932,2677
592168,3992739,3426949345,22,2213,2270
592169,3993278,1724496377,21,2199,1966
592170,3992615,1555076460,25,2089,2623
592171,3993495,2681688339,25,2084,2757
592172,3998418,1334910734,22,1256,2018
592173,3992994,556630639,24,617,909
592174,3993048,762029425,21,991,2513
592175,3993122,1236090612,24,5771,2079
592176,3998572,204293325,24,3006,2212
592177,3993355,3809366777,22,2671,2493
592178,3993444,2150115015,21,1161,2939
592179,3992968,1536658146,21,704,2323
592180,3993347,2225665488,26,1543,2339
592181,3993374,3045223998,22,1943,2361
592182,3993221,3395768637,21,189,1532
592183,3993187,1878681485,25,1286,2291
592184,2882384,195117025,22,657,1979
592185,1933170,2531366336,24,657,1532
592186,862970,297663253,24,349,791
592187,1980637,1278048738,22,998,1532
592188,1823382,1837516213,21,754,1600
592189,1105794,790359341,20,602,858
592190,286663,901998292,20,205,280
592191,3182474,1034023840,22,1446,2596
592192,3993315,3863294685,23,2084,2479
592193,3993540,2237972606,21,2612,3190
592194,3993298,137564478,23,1398,1901
592195,2076593,1040641918,21,867,1703
592196,300516,2735834188,25,214,234
592197,809507,574726944,23,520,654
592198,2892173,905313470,23,1227,1880
592199,3204662,3991585933,21,1594,2288
592200,3384020,3297544477,21,1585,2256
592201,3993580,3672140313,21,3653,3016
592202,3903002,676674355,22,1011,1939
592203,2854366,1128806581,23,1697,2031
592204,3993201,2409338477,23,4518,2886
592205,3993139,1762827209,19,2903,1816
592206,3998741,3620536431,21,1857,2246
592207,3992988,2167252976,20,2060,2520
592208,3993190,3240354764,21,2392,2418
592209,3057496,3738324370,22,968,2257
592210,42644,1655551488,22,29,31
592211,26145,255676917,23,4,24
592212,1853903,1562907848,24,985,1318
592213,1740195,2922610192,23,914,1193
592214,481630,1319489476,22,211,384
592215,3993297,1105396553,22,2130,2928
592216,1603007,1154261508,22,852,1143
592217,3993260,3422638477,22,3649,2997
592218,3993335,2173440847,21,2333,2949
592219,3993346,4147695209,22,2770,3007
592220,3523728,411166662,24,1462,2659
592221,1491770,1998762125,21,1122,1079
592222,860394,2246350542,20,529,542
592223,431894,3642665514,23,255,358
592224,2758765,3039308596,20,1214,1928
592225,1167183,2479383749,28,607,615
592226,1974729,3323330360,20,1139,1538
592227,3993055,777075727,24,3161,2681
592228,3133619,3816180296,22,555,1906
592229,3993006,3514707333,24,3841,2942
592230,3992976,3829176340,25,2853,3006
592231,3998594,53341784,26,2202,3017
592232,3993232,2621319551,23,1952,2734
592233,2086720,2640583196,21,558,1452
592234,2163337,2021061588,20,919,1400
592235,3998762,1033830975,21,2432,2965
592236,3998642,3627445137,23,4874,3201
592237,1184,3812549932,24,0,1
592238,3993221,1758814893,19,2433,2054
592239,3993396,3385187808,21,1853,2543
592240,3993441,1803591737,21,721,1935
592241,3993050,2839099677,22,2109,2815
592242,2409452,1950204288,24,891,1528
592243,3993365,3302095542,24,4031,2973
592244,3993304,3193161368,23,598,2580
592245,3609203,462019080,24,2112,2768
592246,587717,1951772140,24,362,481
592247,3993312,3265081501,22,2588,2777
592248,3993263,3255454169,23,5417,2829
592249,3993349,1604076669,22,3531,2823
592250,3993481,393382592,22,1794,1851
592251,3993177,2929182107,24,4381,3016
592252,3993202,102810463,25,3056,2754
592253,3993366,3487604233,22,587,2460
592254,3998670,479489512,22,1477,2409
592255,3998644,1998956594,19,2234,2654
592256,3091479,1450200149,20,747,2086
592257,3998671,196433547,22,4027,2812
592258,3992977,4044875304,24,1576,2748
592259,2189082,1170319421,23,767,1471
592260,1416,3746786459,20,0,1
592261,3711758,950048534,21,2366,2683
592262,260078,575512582,23,99,136
592263,3593848,1353253541,24,2037,2693
592264,1213873,1236143768,21,967,738
592265,1296508,3441927234,24,761,584
592266,3993070,1701646664,22,3509,2978
592267,3993322,2885316516,25,3595,3549
592268,3993124,740545638,24,955,2767
592269,2180721,3281911560,25,1148,1457
592270,53567,589265064,23,31,51
592271,2030463,1374682709,23,1003,1165
592272,626544,2813287765,26,332,386
592273,1666088,13019817,21,747,1187
592274,3993193,2913478193,24,6139,2796
592275,3993104,3778964169,21,2450,2372
592276,3993158,2033670088,23,3438,2954
592277,3993239,2413656499,23,1260,2723
592278,3993217,314662185,21,1182,2423
592279,3993261,1309749222,21,4171,2660
592280,3993093,3110458619,23,3011,2776
592281,3993079,1646029421,22,4424,2597
592282,3993551,4035716829,24,3571,2748
592283,3998647,2968391262,22,1238,2953
592284,3992945,3806155934,21,2860,2519
592285,3993198,1488415656,22,7408,935
592286,3993367,1759610550,24,5162,976
592287,3993110,437817792,22,2943,1760
592288,3993377,3226426500,21,3603,3181
592289,3993454,3958015204,23,3298,2365
592290,3993472,2835628380,22,2296,2647
592291,3993053,3539459470,22,7304,2892
592292,3993411,430247120,21,3157,2831
592293,3993424,232213639,21,2903,2944
592294,3993259,623425448,22,1818,2125
592295,3998616,714149156,20,3391,2535
592296,3993237,813333716,22,2128,2894
592297,3992887,4154399549,22,1066,1425
592298,3993007,1407707380,24,2159,2078
592299,3993131,2610977034,19,1562,1785
592300,3993327,2259507211,22,1381,1343
592301,3993023,2858691827,21,866,1980
592302,3992928,3968643344,21,1009,2376
592303,3998601,1589244409,23,1770,2564
592304,3993168,1154612744,22,1881,2375
592305,3993339,1894052100,21,473,500
592306,3993391,3591450752,20,4183,3038
592307,3993314,1482018750,24,4217,2640
592308,3993423,169698048,20,2085,2734
592309,3993015,187885142,24,3178,2669
592310,3993323,1916973235,20,1842,3209
592311,3993243,2728315300,27,1553,2807
592312,3993284,2796929445,21,2176,2453
592313,3993387,386045320,21,4575,2720
592314,3992987,1999599968,22,2144,2447
592315,3993037,191170185,22,2150,1830
592316,3993233,2360972613,24,2279,2372
592317,3993058,2526401297,19,2121,2656
592318,3992881,2529429149,22,5267,2556
592319,3993584,2853292221,23,2749,2189
592320,3998683,592942425,23,3524,2412
592321,3998516,1782166832,24,2391,2838
592322,3993300,495491477,22,2527,3203
592323,3998756,2071722247,23,2109,3084
592324,3993376,1603214261,22,2485,3121
592325,3993344,3751337584,23,2512,3185
592326,3993126,4078980433,20,1150,2783
592327,3993176,793160070,22,620,2379
592328,3998758,1934877385,22,2502,2957
592329,3993236,2794914946,24,325,985
592330,3998420,3020115824,22,442,1755
592331,2514696,166194061,21,717,1449
592332,105660,2448855841,23,45,96
592333,92685,333986119,23,52,84
592334,294245,4157331458,21,195,241
592335,3993324,1826979969,21,838,994
592336,2424849,2930598386,24,407,523
592337,3993350,1685227376,23,3352,3249
592338,3993160,756029237,23,965,2903
592339,3998730,847007565,21,1852,2741
592340,3681055,3621856176,25,1288,2967
592341,565312,2435218549,23,223,488
592342,3289953,3390371109,21,1420,2460
592343,3993269,1208906785,23,1930,2664
592344,923312,787363466,23,500,731
592345,1011257,3549937131,23,370,888
592346,3821365,1863997563,24,1524,2899
592347,3490074,571945556,22,1378,3228
592348,3993314,1637583190,22,3355,2942
592349,3993219,693453283,22,2927,2909
592350,3993551,2000288340,20,2176,3229
592351,1658370,3792676756,22,58,1262
592352,175588,1109543660,25,106,162
592353,3993173,1584725152,21,2034,3585
592354,1642454,258266806,25,279,1176
592355,1336773,170894733,25,599,823
592356,3588532,306238148,24,1458,2533
592357,1608803,1698659377,22,781,1146
592358,3917753,243758933,21,1770,3440
592359,3992890,3421447657,25,2430,2995
592360,1886599,3407794519,23,607,1440
592361,639432,4284945002,20,261,384
592362,846098,3094006852,23,383,590
592363,3993275,3450856190,23,2113,3280
592364,1198628,2055331142,23,663,834
592365,468145,443719374,23,308,416
592366,2456546,231223716,22,1217,2004
592367,3485303,1829461832,23,1289,2731
592368,1427336,575596108,20,797,1134
592369,1974782,732544587,20,1095,1444
592370,3992991,3618517517,21,4657,2712
592371,3993197,2923987080,23,1949,1650
592372,3993073,2458778678,23,2211,3239
592373,2633915,2416878826,21,151,1667
592374,2219894,14922328,22,1404,1443
592375,3993235,2618031000,22,3968,3029
592376,3993020,2822318114,23,1364,2701
592377,1262745,3013504412,22,130,927
592378,2717036,213573437,26,1653,1929
592379,3998567,1864967812,21,3924,2164
592380,3993175,363304650,21,4015,2781
592381,3993311,2696726718,22,1855,2535
592382,3993186,2274962884,20,324,2891
592383,1665178,3970371941,21,1048,1043
592384,675900,2023290920,21,499,429
592385,3992958,1120878098,22,4284,2464
592386,3915971,999315223,26,1449,3005
592387,1267519,1558408756,22,766,1043
592388,3993156,1476817725,23,2736,3184
592389,3998597,3957273849,23,3799,3274
592390,3993105,1117400960,19,1236,2709
592391,1983574,3548479788,25,1042,1637
592392,3993096,4250732372,26,3782,2623
592393,3993049,1942229451,23,962,3077
592394,2602936,4280635528,22,1460,1728
592395,1035977,1645408382,22,442,837
592396,3379060,3989145100,21,1911,2431
592397,3336687,1838706452,26,1691,2426
592398,3962279,2315939697,22,1777,2904
592399,3032424,1437967660,25,1455,2219
592400,3993236,1333077001,22,3716,3145
592401,3993395,2405366568,21,1253,2785
592402,1421788,198321313,20,628,1170
592403,690816,1817259630,19,370,521
592404,3992907,3758481342,21,2470,2862
592405,3845124,4198401897,21,1236,2659
592406,1499287,2500647051,22,714,1172
592407,3406661,3560112255,23,1718,2578
592408,3172702,4170065497,22,1866,2570
592409,2701953,3374382938,23,1753,1918
592410,2121923,3978288692,21,1150,1475
592411,784,2216812122,21,0,1
592412,3993329,2725295569,22,3119,2421
592413,3993325,2755622165,23,2563,2569
592414,3993138,1918372892,25,6735,2839
592415,3993478,1166936357,22,5164,2968
592416,3993070,539942822,23,2792,2636
592417,3993208,2167715622,24,4716,2839
592418,3993306,122756071,25,2852,2665
592419,3998515,2400319726,20,1640,2054
592420,3993085,1499440440,21,1777,1993
592421,3993250,3982143969,22,4141,2651
592422,3993206,2540532333,23,3172,3062
592423,3993321,3583081053,23,3883,2767
592424,3998408,3314018198,22,1149,1904
592425,3993298,3663849528,24,1332,2127
592426,3992894,2015851623,23,706,2086
592427,3993561,1652779501,24,4740,2873
592428,3993249,2597024284,21,1459,2730
592429,3993361,1521957436,21,760,1823
592430,3998741,832199811,23,1960,2374
592431,3993306,1403939860,21,1367,2709
592432,3993099,531010203,21,2549,2931
592433,3475520,98167132,25,1221,2468
592434,444659,1009626885,23,268,263
592435,3992982,1373376741,24,3685,2753
592436,3623867,4146860721,23,790,2473
592437,3992808,1716668168,21,3810,2373
592438,3993227,304007979,22,6744,2699
592439,3993340,1739563205,20,7422,1308
592440,3993232,3590473261,20,5822,1902
592441,3992913,1810310026,26,3955,2300
592442,3993363,4161236845,24,3577,2631
592443,3993304,3999968264,25,2908,2757
592444,3993326,1538105885,23,3163,2796
592445,3993417,447427508,23,4303,3190
592446,3992928,2737678320,23,3546,2581
592447,3998352,142980114,23,3443,2893
592448,3993369,751069417,22,2003,2217
592449,3993233,782326364,22,3165,2612
592450,3993213,3103508012,20,4625,1760
592451,3993273,3952839578,22,3338,472
592452,3993341,3671105544,23,2979,2722
592453,3993353,837341050,20,1849,2299
592454,3993153,1178842496,20,3596,2928
592455,3993131,1824746064,20,3929,2857
592456,3993071,2310074939,21,2132,1920
592457,3993271,2466145665,21,3678,2783
592458,3998718,4005626288,23,1943,2472
592459,3993229,1533512961,23,3078,2292
592460,3993241,3129870984,20,2753,2090
592461,3993025,1466513763,21,3704,2689
592462,3992970,1599157032,21,2763,3035
592463,3998572,3536353544,25,3971,3014
592464,3993169,3366177811,25,967,1186
592465,3993066,1252863002,25,1002,809
592466,3993403,1086380210,24,2564,2322
592467,3993307,618971904,24,2280,2256
592468,3993352,2771497036,21,2869,2690
592469,3993213,3358331605,25,622,2439
592470,3993043,2408262781,24,802,2610
592471,3998526,3503571912,20,1916,2705
592472,3955947,1219816818,23,925,1269
592473,3073380,2071307981,26,863,1221
592474,2662522,1493334180,22,1368,1789
592475,1184,32207896,23,0,1
592476,708743,537827537,20,556,575
592477,1772335,2306853680,23,797,1397
592478,1947175,1670493970,24,805,1558
592479,3992863,1562974271,22,2168,2914
592480,1759470,147000426,24,786,1248
592481,3993540,3042675600,19,4822,2160
592482,3998509,3320791807,23,2705,2351
592483,3998362,3960814115,23,1762,3008
592484,3993213,2835231310,23,473,2002
592485,1333456,2948070742,23,558,1042
592486,1657818,357922952,22,692,1213
592487,2508915,2558028676,24,1451,1779
592488,3540045,69355433,21,2029,2736
592489,816567,1755791378,19,484,680
592490,3993354,3790389647,23,2366,2423
592491,2143919,2182107084,22,214,1575
592492,1579973,573548223,23,759,1332
592493,558999,1629931428,24,285,455
592494,3993379,125552256,22,1977,3145
592495,3992847,75125598,22,4152,2726
592496,3992947,3604287613,22,2756,2784
592497,3998692,2777931207,22,1221,2788
592498,3992953,3630963525,22,3738,3306
592499,3992949,1640139291,21,650,2633
592500,3006231,3012576441,21,190,2451
592501,3907077,1959105110,25,2038,3088
592502,3998519,1602325030,23,3951,3120
592503,3993120,2018848376,24,963,2923
592504,3993376,2634674453,23,2417,2888
592505,2617263,2988788840,25,555,2104
592506,272037,545796658,24,166,234
592507,2727410,240529257,22,1328,1985
592508,3993237,2681687414,23,2404,2832
592509,3234396,3415162439,21,759,2562
592510,3993285,2218632800,21,1522,3481
592511,1213651,185215393,20,618,1020
592512,3945933,1477363556,24,1658,2968
592513,3993587,3791399764,22,2793,3534
592514,3749682,2803541372,21,772,3224
592515,1187933,1094919237,21,656,1073
592516,3453377,1210368700,20,1323,2621
592517,3998531,1212329372,22,2225,3183
592518,3993224,2174575137,20,2567,3770
592519,3461819,679317601,21,933,2772
592520,3993045,1028694,20,2594,3170
592521,1599465,4006809674,23,125,1396
592522,2479232,275311227,23,1327,2181
592523,3992860,1106802697,26,2775,3302
592524,2971622,740981177,22,877,2455
592525,3993223,1284498616,23,3254,2264
592526,2574835,1427405628,21,296,2141
592527,1471468,687709312,26,858,717
592528,264199,4131290240,22,109,158
592529,1589719,197319606,25,744,1067
592530,3993228,3775822912,24,1818,2768
592531,3993351,552176074,25,3349,2781
592532,3993419,272606705,22,3427,3092
592533,3992997,2204838285,23,2003,3094
592534,3187513,3793496268,24,480,2227
592535,1353488,3312023544,21,1033,1037
592536,51456,869262988,20,38,47
592537,3993165,3979197304,20,2421,3317
592538,3998663,3904330779,25,1979,3055
592539,2983723,3777235473,22,1371,2131
592540,2809399,3662901544,25,1324,2117
592541,3993113,2866353969,23,3744,3177
592542,3916936,1036048027,24,1438,3181
592543,1179588,477971397,21,191,244
592544,3353874,203803366,19,1800,2233
592545,1308628,3144419413,24,865,814
592546,32984,120696836,21,26,27
592547,1966809,1115383143,24,903,1351
592548,3998724,1244323349,25,2079,3211
592549,3667306,631761479,24,1642,3013
592550,2818953,2865637664,22,1293,2237
592551,3998477,2378930340,25,2729,3163
592552,3998664,441666175,22,3425,2639
592553,3993273,1845671968,22,456,3124
592554,3993212,1207179647,24,2384,2563
592555,2241834,79456566,22,236,1223
592556,203326,3538829995,23,67,179
592557,1118240,475845888,24,578,887
592558,2293346,4226882513,20,1172,1648
592559,350943,264499108,22,142,291
592560,597749,700789566,20,544,424
592561,952543,769186057,21,396,725
592562,3993006,2327667987,23,2379,2902
592563,3993294,1223364924,20,4062,3022
592564,3993114,68742660,23,2309,2773
592565,3993413,662660701,20,1082,2689
592566,2588309,3616663477,21,863,1653
592567,828182,3489949020,22,454,570
592568,3993340,4187534374,22,2045,2877
592569,3998623,3993695388,21,2478,2729
592570,3992808,1369043425,21,2131,2758
592571,3993392,1899181944,22,1652,2239
592572,3920175,1286471212,24,619,1236
592573,803329,1279708377,21,418,586
592574,3993182,3262943912,21,2674,3068
592575,3370256,2711211580,23,1146,2674
592576,750937,2736392196,24,527,572
592577,3993256,518872683,23,3349,2881
592578,3993489,3336509315,21,4170,2997
592579,3993081,635947277,20,1363,2240
592580,3992946,1763759281,24,3236,2549
592581,3993303,669380548,24,358,2199
592582,3624940,1478984085,20,426,2455
592583,3998755,2831402086,22,4510,2949
592584,3998764,2859521433,22,2926,3030
592585,3992827,2018620242,23,1867,2731
592586,3993241,1145593561,22,288,2444
592587,3519953,360915964,24,1289,2367
592588,391347,298268917,24,140,301
592589,3993364,51375050,24,3965,3051
592590,3993160,1773243251,23,1247,2899
592591,3993210,2675419010,24,3181,2662
592592,3993435,3398906207,22,3504,2679
592593,3992891,1880491297,23,1357,2554
592594,3993102,302208688,22,1031,2865
592595,3998654,3654603264,20,2375,2491
592596,3993004,928102257,24,1853,3213
592597,3993377,431702461,23,6245,852
592598,3993334,862678324,23,1836,1666
592599,3993291,2488155016,21,4305,2798
592600,3998715,1976074796,21,1789,1904
592601,3998567,1778635388,22,2390,2354
592602,3998460,532962912,23,1401,1573
592603,3992716,2710590117,25,3823,3221
592604,3993394,932255425,23,2494,2056
592605,3992993,1760067551,21,1385,2209
592606,3992655,2046548945,24,473,2754
592607,3993276,1713840412,21,511,1952
592608,1908145,2015828391,24,420,811
592609,3992780,597438317,19,2406,3010
592610,2081592,937825465,22,193,1522
592611,3723331,2349401619,21,1600,2822
592612,3226512,2599151896,21,1442,2586
592613,3993129,2933863357,21,2313,3282
592614,2092781,3803994118,24,807,1713
592615,1244804,1063802472,22,445,1008
592616,1040261,233328547,20,446,844
592617,450906,29099178,22,246,367
592618,584803,3214459238,22,195,460
592619,3992969,4220035111,22,1921,3114
592620,1810880,1295800428,21,372,1409
592621,209946,1141074941,24,80,178
592622,3792357,3510961438,25,993,931
592623,3993416,3526000896,24,2160,2844
592624,1769219,711102596,27,294,1541
592625,3325839,369591569,25,1478,2762
592626,3993358,1545929410,24,2032,3084
592627,1548727,1630435778,22,374,1317
592628,3993204,1518433486,22,2325,3034
592629,3277087,3697850649,22,768,2364
592630,2662478,441867145,22,810,2158
592631,2086335,153528390,26,886,1578
592632,3992879,1855356020,22,3114,3058
592633,3993185,1107009467,22,1337,2687
592634,3993287,1273246570,25,2348,2955
592635,3992893,4177532560,23,457,1840
592636,2570649,3405487968,24,95,1740
592637,3992978,3514447083,22,1629,3003
592638,3992980,2917954449,25,1485,3184
592639,2448559,3240509593,23,554,1842
592640,3645022,1405296466,21,1157,2878
592641,3110471,3911617959,22,1140,2490
592642,3993058,1240278497,23,1664,2377
592643,749778,1681327737,23,49,612
592644,1576840,2851988757,23,554,1363
592645,175573,2160292498,21,93,100
592646,3391216,842039500,23,1251,2825
592647,2789253,3068058689,23,873,2368
592648,160074,3996950068,21,69,161
592649,3993079,3414032478,21,2134,3232
592650,3993424,1863147766,20,1242,3522
592651,3993081,1605656601,22,1362,3174
592652,1870612,1396312258,25,685,1030
592653,2616161,3821591657,23,766,2142
592654,3434678,1544532114,22,1390,2917
592655,3998625,2393958484,22,1662,3471
592656,3998354,3396965310,20,1580,3333
592657,691697,3970990455,24,34,502
592658,312969,4100124364,26,124,291
592659,3993149,4078378031,25,2595,2695
592660,3992773,605663556,22,1911,3532
592661,2302010,3293664849,23,393,1848
592662,574106,378431288,20,152,438
592663,2500004,1938827506,21,595,1859
592664,3992919,254354865,23,2098,3250
592665,3993286,3960947673,22,2208,2986
592666,3993549,1913247694,22,758,3063
592667,744465,2902183295,22,244,483
592668,684249,1873195991,22,155,435
592669,530618,1014973146,26,205,420
592670,1924458,3314527408,19,472,1592
592671,3914168,1620046929,24,1039,3478
592672,1306475,288234599,21,430,1149
592673,1871571,3365286320,22,481,1156
592674,957716,499697752,20,259,822
592675,1713851,1147646450,22,384,1521
592676,401031,675804417,23,275,308
592677,3993072,3517695514,23,2430,2203
592678,3993509,3564433169,20,1102,2519
592679,1748689,3290591096,23,258,1486
592680,2346864,2437344380,25,687,2063
592681,317475,3037933850,23,75,292
592682,984963,899603202,27,397,921
592683,3836222,3742013909,20,1948,3118
592684,1607564,570124047,23,890,1453
592685,706097,3411077247,22,339,572
592686,838453,528516977,20,532,758
592687,1368612,549931293,24,755,1148
592688,425125,356851648,21,262,397
592689,426951,3915472052,19,271,297
592690,932645,1550183223,22,921,739
592691,355110,832796889,24,255,295
592692,1432444,2616371360,25,249,331
592693,2100861,1401445080,24,1163,1337
592694,1625458,257299613,22,991,1201
592695,1475862,2894063328,22,958,1131
592696,3025027,599194076,25,1660,1934
592697,3993069,592399897,24,2158,1967
592698,832880,464376992,23,504,541
592699,1416,945251318,19,0,1
592700,3993345,621721829,19,2620,2279
592701,3488968,1122122724,24,1351,2142
592702,1704378,1597250700,22,1017,1104
592703,1760723,2848202432,21,1041,1184
